Date,SPY,VXF,EWC,EFA,VWO,AGG,EMB,DBC,INTL_BOND
2002-01-31,,,,,,,,,
2002-02-28,-0.017936301045882175,-0.026526544547556652,0.009433786686656731,0.012010669115363859,,,,,0.002197636343708398
2002-03-31,0.03327085070176028,0.06341007351977823,0.033644780135423824,0.05582429650559817,,,,,-0.0032372802991949
2002-04-30,-0.05815578842865354,-0.009830803603680938,0.007233569416335461,0.01523700596214872,,,,,0.01069265376358386
2002-05-31,-0.005933929288873263,-0.01774073259303721,0.015260411309428124,0.005331037603587108,,,,,0.00029621981591221314
2002-06-30,-0.07380739109499801,-0.06628020212867436,-0.06100800765387837,-0.03287632393487305,,,,,0.01199824462193666
2002-07-31,-0.0788198044734113,-0.10612249003878538,-0.12806030074110508,-0.0953185128888635,,,,,0.003435351205089754
2002-08-31,0.006801340946197998,0.010125615950965727,0.04751636995866293,-0.009790273556548157,,,,,0.007321513260357682
2002-09-30,-0.10485262598149359,-0.07055864107118504,-0.1134022991142255,-0.1035783339994043,,,,,0.009277824445159677
2002-10-31,0.08228423338117397,0.03721762015690322,0.058139405526171695,0.038340388915223844,,,,,-0.00016490252083056767
2002-11-30,0.06168101588132213,0.0672783552264331,0.05824210358683146,0.05614538995290763,,,,,0.00924940085167747
2002-12-31,-0.056569567008656785,-0.04217239339058798,-0.016634519523757607,-0.033483410115182966,,,,,0.018978681780427387
2003-01-31,-0.024594804726788766,-0.025599965317855577,0.04237278511858755,-0.043026116722107544,,,,,0.012012957913869249
2003-02-28,-0.013479418828701961,-0.026686377822799257,0.016260202306408233,-0.021108004531321556,,,,,0.011448482894835799
2003-03-31,0.0021400040471650783,0.02035913305109549,-0.02400002070082652,-0.02318078743721852,,,,,-0.002300253259425289
2003-04-30,0.08461159089022718,0.0795997500232839,0.07581942982584056,0.10165583359135977,,,,,0.004128146365914187
2003-05-31,0.05483646095384631,0.094383377946887,0.09523818911941762,0.0645222324843806,,,,,0.01242492922106253
2003-06-30,0.010651798230860265,0.0229279769286983,0.02608709571986556,0.019388317759134077,,,,,-0.0021146753179160926
2003-07-31,0.018026820716987357,0.04448228856254355,-0.01186444341622539,0.01514201237356616,,,,,-0.00873963483578366
2003-08-31,0.02062582351045461,0.042423596654180384,0.05660396858861172,0.03292414074499472,,,,,-0.00393949728018661
2003-09-30,-0.0109059241593219,-0.00744244339673128,0.007305117699030417,0.030201230358193776,,,,,0.009945732302602206
2003-10-31,0.05352668127185867,0.07131427121590073,0.06526967668632366,0.06495769181790934,,-0.009347005057557145,,,-0.007784487764204817
2003-11-30,0.010921596345460305,0.037081093435672674,0.04160410634330369,0.02528062066106851,,0.0033439620908595202,,,-0.00028100440448752817
2003-12-31,0.05031240646513013,0.02394618994379072,0.05249233463986824,0.08737523217041643,,0.009792106242251464,,,0.010798509540910883
