Date,AGG,BNDX,BWX,DBC,EFA,EMB,EWC,SPY,VWO,VXF
2007-01-31,54.94392776489258,,,19.484344482421875,42.15272903442383,,17.205230712890625,100.79300689697266,22.914079666137695,40.89426040649414
2007-02-28,55.83697509765625,,,20.47521209716797,42.10163497924805,,17.30707550048828,98.81568908691406,22.381534576416016,40.87482833862305
2007-03-31,55.72804641723633,,,20.613283157348633,43.3223762512207,,17.755199432373047,99.96082305908203,23.334203720092773,41.29060745239258
2007-04-30,56.056697845458984,,,20.76759910583496,44.94624328613281,,18.84156036376953,104.38868713378906,24.221773147583008,42.28767395019531
2007-05-31,55.54248809814453,,,20.718870162963867,46.00801467895508,,20.437152862548828,107.92960357666016,25.83418846130371,44.27791213989258
2007-06-30,55.33324432373047,,,20.873186111450195,45.860382080078125,,20.274192810058594,106.35150146484375,27.00874137878418,43.43989944458008
2007-07-31,55.92698287963867,,,21.271156311035156,44.809967041015625,,20.274192810058594,103.0217056274414,27.958438873291016,41.2828483581543
2007-08-31,56.642616271972656,,,20.865062713623047,44.52609634399414,,20.30135154724121,104.3437271118164,27.95546531677246,41.8531494140625
2007-09-30,57.001068115234375,,,22.830554962158203,46.89375305175781,,22.222858428955078,108.3832778930664,30.703975677490234,43.1140251159668
2007-10-31,57.575618743896484,,20.324207305908203,24.771677017211914,48.886722564697266,,24.497419357299805,109.85374450683594,34.698036193847656,44.16926193237305
2007-11-30,58.61404037475586,,20.674846649169922,24.61736488342285,47.11520767211914,,21.666095733642578,105.59880828857422,31.739490509033203,41.53116989135742
2007-12-31,58.60857009887695,,20.695114135742188,26.26776885986328,45.710575103759766,41.418556213378906,22.077394485473633,104.40965270996094,31.439353942871094,41.33366394042969
2008-01-31,59.964149475097656,,21.129791259765625,27.033496856689453,42.12360763549805,41.810855865478516,20.81268882751465,98.09696960449219,28.602874755859375,38.570228576660156
2008-02-29,59.8681640625,,21.786998748779297,30.046466827392578,41.69269943237305,41.64090347290039,22.001789093017578,95.5618896484375,29.42578887939453,37.85479736328125
2008-03-31,59.94582748413086,,22.401933670043945,29.771799087524414,41.867401123046875,41.67964553833008,20.83330726623535,94.70732116699219,28.343658447265625,37.4123649597168
2008-04-30,60.142173767089844,,21.878597259521484,31.569595336914062,44.144195556640625,42.163818359375,22.31108856201172,99.2213134765625,30.734006881713867,39.47291946411133
2008-05-31,59.38124465942383,,21.550352096557617,33.75025939941406,44.66825485229492,42.20793151855469,24.063806533813477,100.72119903564453,31.282608032226562,41.41156005859375
2008-06-30,59.271453857421875,,21.459625244140625,37.270938873291016,40.74333190917969,41.37173843383789,22.87187385559082,92.30333709716797,28.214033126831055,38.34040451049805
2008-07-31,59.504966735839844,,21.772384643554688,33.62540817260742,39.39057159423828,41.69765853881836,21.62343978881836,91.4738998413086,26.8817081451416,38.16737747192383
2008-08-31,59.94644546508789,,20.837697982788086,31.4281063079834,37.7173957824707,41.99592208862305,20.95438575744629,92.88753509521484,24.753597259521484,38.95383834838867
2008-09-30,58.89151382446289,,20.369396209716797,28.207056045532227,33.403961181640625,38.99531936645508,18.167827606201172,84.13999938964844,20.895267486572266,34.581077575683594
2008-10-31,57.548152923583984,,19.343381881713867,21.132400512695312,26.444305419921875,31.43267059326172,13.229268074035645,70.24119567871094,15.198201179504395,27.1096134185791
2008-11-30,59.28857421875,,19.84685516357422,18.51894187927246,24.7592830657959,34.44032287597656,11.801498413085938,65.3519287109375,13.883957862854004,24.073837280273438
2008-12-31,63.238616943359375,,21.561962127685547,17.914823532104492,26.95502471923828,40.53755569458008,12.267723083496094,65.99212646484375,14.94650650024414,25.338523864746094
2009-01-31,61.982383728027344,,20.115251541137695,17.1201114654541,23.253673553466797,37.714908599853516,11.753929138183594,60.5732421875,13.614828109741211,23.269092559814453
2009-02-28,61.32822036743164,,19.44458770751953,16.156314849853516,20.83817481994629,35.600589752197266,10.620765686035156,54.064701080322266,13.291425704956055,20.967044830322266
2009-03-31,62.00461196899414,,20.368019104003906,16.90875244140625,22.586702346801758,37.41930389404297,11.58500862121582,58.568870544433594,14.940165519714355,22.666597366333008
2009-04-30,62.32415008544922,,20.55118179321289,16.891843795776367,25.188472747802734,40.31086349487305,13.189737319946289,64.38744354248047,17.546451568603516,26.35875129699707
2009-05-31,62.76642990112305,,21.654193878173828,19.639514923095703,28.51128387451172,41.47982406616211,16.25843048095703,68.1511459350586,20.68540382385254,27.66706085205078
2009-06-30,63.030517578125,,21.765695571899414,19.123796463012695,28.110729217529297,41.87774658203125,15.142280578613281,68.10651397705078,20.178098678588867,27.67508316040039
2009-07-31,63.830440521240234,,22.446630477905273,19.478883743286133,30.933454513549805,43.18095397949219,17.107528686523438,73.18763732910156,22.3785457611084,30.25959014892578
2009-08-31,64.60931396484375,,22.617847442626953,18.692625045776367,32.326416015625,44.23273468017578,16.810623168945312,75.89115142822266,22.220006942749023,31.311052322387695
2009-09-30,65.37698364257812,,23.26692008972168,18.650354385375977,33.553688049316406,46.538421630859375,18.012388229370117,78.58203887939453,24.433130264282227,33.277523040771484
2009-10-31,65.52201080322266,,23.294788360595703,19.943872451782227,32.70686721801758,46.29065704345703,16.8601016998291,77.07130432128906,23.84339141845703,31.32710838317871
2009-11-30,66.36486053466797,,23.999605178833008,20.848491668701172,33.989376068115234,46.6589241027832,18.31635856628418,81.81938171386719,25.555543899536133,32.57118606567383
2009-12-31,65.11638641357422,,22.732830047607422,20.81467628479004,34.2305793762207,46.769561767578125,18.788440704345703,83.38223266601562,26.352317810058594,34.93955612182617
2010-01-31,66.03767395019531,,22.400802612304688,19.182981491088867,32.49674606323242,46.51687240600586,17.439777374267578,80.3519287109375,24.57835578918457,33.779232025146484
2010-02-28,66.16870880126953,,22.454971313476562,19.977691650390625,32.583438873291016,47.13510513305664,18.488727569580078,82.85845184326172,25.041120529174805,35.43452453613281
2010-03-31,66.16426086425781,,22.45096206665039,19.884695053100586,34.66402053833008,48.364994049072266,19.915884017944336,87.90287780761719,27.091468811035156,38.080528259277344
2010-04-30,66.8082275390625,,22.125974655151367,20.662494659423828,33.69184494018555,48.611507415771484,20.144229888916016,89.26274108886719,27.033620834350586,39.99592208862305
2010-05-31,67.53138732910156,,21.319583892822266,18.56580924987793,29.920793533325195,47.72707748413086,18.674264907836914,82.17039489746094,24.552648544311523,37.0010871887207
2010-06-30,68.72586059570312,,21.564300537109375,18.2360897064209,29.303836822509766,48.869869232177734,17.86536407470703,77.91881561279297,24.41767120361328,34.36338424682617
2010-07-31,69.313232421875,,22.880224227905273,19.352066040039062,32.70613098144531,50.8504753112793,19.15121078491211,83.24073028564453,26.9115047454834,36.82253646850586
2010-08-31,70.20515441894531,,23.273406982421875,18.76871681213379,31.46491813659668,52.166648864746094,18.748937606811523,79.49653625488281,26.223772048950195,34.66366195678711
2010-09-30,70.21031951904297,,24.055728912353516,20.383501052856445,34.60259246826172,53.006690979003906,20.135353088378906,86.61579895019531,29.21892738342285,38.591835021972656
2010-10-31,70.31719970703125,,24.56928253173828,21.28812026977539,35.919410705566406,54.03703308105469,20.77468490600586,89.92472076416016,30.12519073486328,40.24751281738281
2010-11-30,69.73004913330078,,22.888259887695312,21.195119857788086,34.18675994873047,51.64577102661133,21.069204330444336,89.92472076416016,29.270362854003906,41.54607391357422
2010-12-31,69.25918579101562,,23.603849411010742,23.29180335998535,37.027015686035156,51.83857345581055,22.50559425354004,95.93634796142578,31.486101150512695,44.588260650634766
2011-01-31,69.2001724243164,,23.797651290893555,24.120336532592773,37.80292892456055,51.301212310791016,22.716127395629883,98.17171478271484,30.400596618652344,45.28483200073242
2011-02-28,69.40119171142578,,23.95511817932129,25.12640380859375,39.14484405517578,51.269596099853516,24.44398307800293,101.58192443847656,30.348283767700195,47.41548538208008
2011-03-31,69.24639892578125,,24.156999588012695,25.794301986694336,38.2099494934082,52.06552505493164,24.40042495727539,101.5941390991211,32.00923156738281,48.41166305541992
2011-04-30,70.33183288574219,,25.335983276367188,26.96946144104004,40.35957336425781,52.95405197143555,24.465761184692383,104.53643035888672,33.08819580078125,49.731361389160156
2011-05-31,71.20384979248047,,24.992782592773438,25.574487686157227,39.46919631958008,53.720680236816406,23.88497543334961,103.36410522460938,32.11384963989258,49.06740951538086
