Date,EEM,EFA,EWC,IEMG,VEA,VGK,VWO
2012-10-25,0.01095414392376548,0.0059947389175878385,0.009992882852739804,0.0066363690166277856,0.005735166445795414,0.006127900373142037,0.009895929973053441
2012-10-26,-0.007705195771749329,-0.0014898862938078627,-0.0038867501270810623,-0.007210879281197569,-0.0012007814302815722,0.000652589674253079,-0.006930766779206898
2012-10-31,-0.0014560902090695604,-0.0007459487249257268,0.010642214394768423,0.0008302988298041214,-0.0015026518426191071,0.0013045870297334616,-0.0014445456263707523
2012-11-01,0.01628196220974676,0.011758099108371223,0.007019532776544102,0.015964969209623536,0.011736698014199076,0.01085536897441286,0.014702565232871612
2012-11-02,-0.005260365739106154,-0.009592210526404021,-0.010456392921659341,-0.00897935750870038,-0.009517971675042536,-0.010524405675975568,-0.006175894561992634
2012-11-05,0.004807473161159592,-0.0024213838607707316,-0.0024655943764596566,0.007619399610628186,-0.0033036580280089156,-0.0039072980516369205,0.004780142947653276
2012-11-06,0.0078948752583472,0.00952181830101062,0.0056496253486515435,0.006948778175176917,0.010545702298115245,0.011113952558723605,0.006422649835168492
2012-11-07,-0.01637751596026993,-0.014980273407721345,-0.013693754927547985,-0.01461353277794486,-0.015504170715094023,-0.017241374885506144,-0.015126746421433412
2012-11-08,-0.01254876290458129,-0.009012421642015545,-0.009611873143992145,-0.01009251388347887,-0.009690661172969572,-0.010745385993014889,-0.012238996230794275
2012-11-09,0.001955170964427433,0.0003788025984201582,0.0010783202938815517,0.004161162696882714,0.0003057553593486251,-0.0015519364822675907,0.003644798037950814
2012-11-12,0.0036582763745207636,-0.0007574259268864347,0.001077067122031261,0.001243586250234019,-0.0006114994204629021,0.0019978629357362276,0.0029047180945376283
2012-11-13,-0.00899126834185926,-0.004927700320009776,-0.0060975766062819625,-0.010140773217198196,-0.005200486124949388,-0.0050963125697917055,-0.00941351807384061
2012-11-14,-0.015448744440771267,-0.010476684264163039,-0.019487372309858753,-0.01254441327461564,-0.010147720677706418,-0.008908685673480576,-0.014620171723255027
2012-11-15,0.003486944175131068,0.0032725232178758557,-0.008465150876478367,0.003599446280891483,0.0031065322120693573,-0.00044903009966767993,0.0034620578443438355
2012-11-16,0.0029782964942879353,-0.000575562656099593,0.00593902634985799,0.002320613860200549,-0.0006190976687059369,-0.006294934476206215,0.0024641091344415056
2012-11-19,0.017570106614432257,0.02169310253358514,0.019926014921341384,0.015154663829114012,0.021691721239161854,0.02511287122631045,0.017699055057132762
2012-11-20,-0.0019455363246027035,0.001503324030701858,-0.0007237158268903476,-0.002695316650027424,0.0012133546721604382,0.003531175945848064,-0.0024149638040885657
2012-11-21,-0.0019495161300091546,0.0016883544369643566,0.005793180463282477,-0.002286730617500732,0.0021204493542810177,0.002859115822245739,-0.00145274487911351
2012-11-23,0.016357674468827632,0.021539692351830064,0.014398888905937879,0.01646129515425865,0.021463258007555108,0.024999686628271567,0.01551846704059634
2012-11-26,0.0,-0.002383543021435841,-0.003193815441469461,-0.0006146707867171752,-0.0023675637392563953,-0.003850651829317542,0.0014329621884223709
2012-11-27,-0.00840753819274831,-0.004962255241735769,-0.007476052778615516,-0.007384869447097486,-0.0059329986015494995,-0.005584043164903685,-0.00834541973388847
2012-11-28,0.005572079006906927,0.007203354079452051,0.0060975766062820735,0.006612944468682436,0.008057305230648515,0.009286342116752389,0.004808876276724439
2012-11-29,0.00722690455510433,0.008619358533099364,0.0046347106734112575,0.007595937123350938,0.008881183906173318,0.009630221633851743,0.006939664369559839
2012-11-30,-0.0004784184610934217,0.0012725528459618385,-0.0024840585486033406,-0.0016300483963572754,0.0014672092759246969,0.0004245330908967393,-0.0014259504118305788
2012-12-03,-0.0004785861369814848,0.0012712450195297986,-0.002134573083113378,0.001428703020666111,0.0011716943290769333,0.003813184547422299,0.00023791965146013894
2012-12-04,0.002872707706300437,0.0025389529016559553,-0.0017826160267827573,0.002853329480883904,0.0026340044289536735,0.005065728426388194,0.0026169622805289894
2012-12-05,0.010742453452753153,0.0014473027926613646,0.0035714165254541186,0.00934774268671923,0.0020433346571036015,0.0023095428889297054,0.011390964470692877
2012-12-06,0.007558030314914532,0.001986677825779326,0.0010675757365186112,0.005838330389069668,0.001456106309481564,-0.0006283389080686819,0.006334914520180757
2012-12-07,0.0030475187064848974,0.00036063762699001245,0.0007112001225317854,0.004003019197280633,0.0,-0.003773964085272863,0.00349751922284125
2012-12-10,0.005608518744417701,0.001081113291744762,0.009236219931259004,0.00578172645671704,0.0005819632495971394,0.002736025333841763,0.006737527356617923
2012-12-11,0.005112920399515053,0.005760767521401311,0.004575891363099327,0.0029731045158627456,0.005523013921755693,0.007134940855169525,0.005077480129778378
2012-12-12,0.0030056490560792515,0.0032214835806942954,0.007708219360992974,0.0021739618102261105,0.0037583839563455346,0.004167969389730075,0.00390350733519651
2012-12-13,-0.004379953202053644,-0.003032838074524924,-0.00486766072368372,-0.0031551996492885648,-0.0031682125814553874,-0.0033206962410210483,-0.004803260491734407
2012-12-14,0.004399221586729007,0.0035795090543602193,-0.004192803873935613,0.004352012201903399,0.0037562118741838457,0.0060385477064359705,0.005056150601168152
2012-12-17,0.002535656675181519,0.004101054106661728,0.0042104574964376695,0.000984894072475262,0.004893524422314721,0.0035181577306253597,0.002515678998150195
2012-12-18,0.006986146609384347,0.010412755863039802,0.004850535322051597,0.009505691203895772,0.009166178775740885,0.010311491725739197,0.0061587525066706394
2012-12-19,-0.00045943808826010013,0.0035540124312047894,0.0017619329643616677,0.0,0.002555079116549175,0.0014285371379851863,-0.0013603264630415168
2012-12-20,0.005975674648867724,0.006727625114105518,0.0017587454194076813,0.005078899050397823,0.008749213737704986,0.004335871051450946,0.006880842799761977
2012-12-21,-0.011423204518911323,-0.006155165723451095,-0.0056179099545993205,-0.014965942458028514,-0.006235945341662941,-0.009002259446523775,-0.010934302891641101
2012-12-24,-0.0020800116974168947,-0.002654436098660118,-0.0021185850875623524,-0.00039467288585681715,-0.0028520345832920846,-0.002683581718282424,-0.002072682564630668
2012-12-26,0.0030105532757271902,-0.00017759293664731945,-0.0017692358496561589,0.007698421729162019,-0.000572070930938029,0.0010352156725808026,0.00253886879575993
2012-12-27,0.005635827850135611,0.004614247198823973,-0.0003543850303620033,0.005054735477459493,0.003720426694016732,0.003721615513715637,0.007136157398473175
2012-12-28,0.0036748752916684335,-0.010599186719953524,-0.007092624909853851,0.0019491050245759034,-0.00998000463228177,-0.013184739987706084,0.0029711150679578857
2012-12-31,0.014873732282840724,0.015175886748413747,0.01428594946145334,0.015564273907277215,0.014688812737174262,0.019624064614614856,0.014812901325815142
2013-01-02,0.01961681739376253,0.015476918350923574,0.01690120383705218,0.02030671536307982,0.016463240180600636,0.01208091815147272,0.021110044820881635
2013-01-03,-0.007076470886332564,-0.009698654072675561,-0.009002521176900369,-0.006384123765849736,-0.01005309805922372,-0.011734108995244075,-0.005938074679061711
2013-01-04,0.00200453396229916,0.00507152172483627,0.0055904281970000635,0.0005669629469475801,0.005641878732861816,0.008393128431025021,0.001769980645188296
2013-01-07,-0.007557484216190624,-0.004349768693928224,-0.0020848105956444707,-0.005665508903144323,-0.005048908685172826,-0.004060223906752758,-0.008613148670935877
2013-01-08,-0.008958341079375987,-0.005592648685174617,-0.0006963594695283959,-0.007027453300717745,-0.005356692831119503,-0.0032611563554534317,-0.008242459617351705
2013-01-09,0.004293520866640366,0.005096774818023064,0.002787466659622151,0.004972943679818931,0.004818336928074318,0.0030672692051594286,0.005840019072411939
2013-01-10,0.008775731435093359,0.01276424172737256,0.00868652118882074,0.007232488216287081,0.01382257481568594,0.01610619903817989,0.00893272287120861
2013-01-11,-0.00802997706645825,0.002071776096815414,0.0006888365785324702,-0.008125526827885254,0.0016694949241720103,0.0042130806733249315,-0.0075254085792000325
2013-01-14,0.004272509373812294,0.0012061019696469888,0.002409745318047385,0.004000845861142022,0.001388782126005017,-0.0007987201595174298,0.004014025829961465
2013-01-15,-0.004254332697482988,-0.0015487515837856458,0.002060382350567602,-0.005502743922123576,-0.0013868560850628375,-0.003599121650382675,-0.0037758301586607868
2013-01-16,-0.0008997348204246025,-0.004825779957568499,-0.004797760095767045,-0.00019058884513045715,-0.006111146969395187,-0.00461635204470201,-0.0017836067642307274
2013-01-17,0.005627002643982859,0.008139686314312833,0.004132463657495755,0.006870049798023858,0.008384484589999186,0.010685607517591844,0.006924408791375791
2013-01-18,0.0022382522530119964,-0.0010306308310292778,0.001028605032597829,0.00018962823652524108,-0.000554628022431114,-0.0021942710473222826,0.0011088888166750355
2013-01-22,-0.0015634367770185342,0.0005159920321320399,0.006509156464820309,-0.001326741095894035,0.0005549358053793529,0.002199096461017014,-0.0008864863623961883
2013-01-23,-0.005367723270726765,-0.0010313552473543153,-0.009190097722215462,-0.005123156963413811,-0.001940330979553817,0.00039895837224035446,-0.006431601418598998
2013-01-24,-0.003597908657620108,0.0048177667914266475,-0.0010303720951562179,-0.00286079832166497,0.005831835667007512,0.0057824716061634085,-0.002901728404885562
2013-01-25,-0.003385413015331018,0.010787520046345422,-0.003438780252924989,-0.002869210314280779,0.011043717870557801,0.013481805844618,-0.0024623341249121466
2013-01-28,-0.0070196179594375074,-0.004912771224919621,0.0006901118702631326,-0.007865129394791448,-0.005734690251080976,-0.0039125507584769625,-0.007405986552672439
2013-01-29,0.011174190626333624,0.006809769803833632,0.005517348122231702,0.011600903153124786,0.00741594541919155,0.005695378065967871,0.011756809045123218
2013-01-30,-0.004736050489695498,0.0010145185626677655,-0.0034295184421592184,-0.0055429139890685875,0.0010902579431970594,-0.0003905443965126487,-0.005139725732758671
2013-01-31,0.0020392792038872454,-0.0037164793949892028,-0.006538101597267421,0.000961033435873615,-0.0038127151797353598,-0.00507917613937614,0.0008986954527798741
2013-02-01,0.006558316085062188,0.00796894064600906,0.0072739582488128285,0.0071044707354943615,0.007927749986141208,0.01040632555774712,0.0067329139145158035
2013-02-04,-0.013255414952219713,-0.017998224113207506,-0.005502169668435419,-0.012773870743855054,-0.01817175094733403,-0.027400082619082333,-0.012929269400484888
2013-02-05,0.0011382596465678851,0.004624862280798503,0.00518657788545962,0.004827850009841317,0.0044194870371823125,0.00819231028862033,0.0029356774977600253
2013-02-06,-0.0011369654846371535,-0.00017056297664208575,0.00275216185896876,-0.0019216562175711216,0.0,-0.004162016646661937,-0.0024771256262032804
2013-02-07,-0.008879862996068244,-0.008185544372723341,-0.005831828088999846,-0.007510411097160885,-0.007700463047773942,-0.011144156781763837,-0.008126476881854083
2013-02-08,0.007351440134721887,0.006361873671227647,0.0,0.007567244212066004,0.006929066575857679,0.007647448294881176,0.007965513136793279
2013-02-11,-0.0004565183939982953,-0.0010252839358613208,-0.00345090701472639,-0.0019255618124885965,-0.000825590842314039,-0.005791945093426953,-0.00045149250657638973
2013-02-12,0.002738153856664205,0.004960016332183015,0.004501522238939737,0.0013501845489254372,0.004131756775814788,0.009843201947069113,0.00158106337521291
2013-02-13,0.005005410487342488,0.00238274180673681,-0.0013788834005221684,0.005202332306424973,0.0035667717508742758,0.004973678162486284,0.00405947880764268
2013-02-14,-0.0004525194669839916,-0.005433129955922933,-0.0024162256989557207,0.000575113604646571,-0.005740728171202969,-0.008313794686251819,-0.0008980073245619113
2013-02-15,-0.0036238708564909627,-0.002560542339944294,-0.009342649429094685,-0.0028735058787605627,-0.003574459606377811,-0.0029943321317728033,-0.0015739114765114248
2013-02-19,0.0020460003956790374,0.011808731520783766,0.0038421051473969126,-0.000576439441224208,0.012417128954672618,0.01221231585595528,0.0004502097435572505
2013-02-20,-0.008847744874041608,-0.009810490969429875,-0.01183004945795374,-0.007304784988938495,-0.009266647023954744,-0.013647469328504025,-0.009227810554450877
2013-02-21,-0.013733120187239045,-0.015032562904804259,-0.006338117734330684,-0.009488860978784097,-0.01540578276281468,-0.015239638231588692,-0.011358376521934721
2013-02-22,0.004409104064806879,0.014394824572791842,0.002480709190245234,0.005474104963631321,0.014808866645502183,0.014865092977416339,0.0039062252521206986
2013-02-25,-0.013401219053168267,-0.023935684426229953,-0.01166519638970731,-0.014388520591165688,-0.02340331564394771,-0.03170192104627567,-0.014877564952054723
2013-02-26,0.005620933249159243,0.008057630867716492,0.003219065356675044,0.007496447462220779,0.007330152160513803,0.009739300079982804,0.006737483765518304
2013-02-27,0.010945636848211704,0.012684494142650937,0.008912497665263475,0.009398866249534343,0.012594684404158007,0.014980278979112915,0.009000964770142339
2013-02-28,-0.004607233194227178,-0.0010293928048191736,-0.002826776875363035,-0.0052373430100112195,-0.0005530162575774211,-0.0052565969144825475,-0.004803496565327303
2013-03-01,0.0023142790202363983,-0.002061293210995574,0.0028347901947320953,0.002534960127189567,-0.002212502487393908,-0.0026426075568707352,0.0013792073120071358
2013-03-04,-0.0094669059829261,0.004302795796776948,-0.0038866401950048424,-0.006807843368690669,0.004434580536939237,0.0059100421967033245,-0.008721777001179154
2013-03-05,0.012121286221680183,0.009940145309793369,0.0010639986997555972,0.009792273535890184,0.009658037281836673,0.011750517965263496,0.011345356024045294
2013-03-06,0.004836634146432983,0.0025454302703167286,0.002480709190245234,0.004460884972694812,0.002459794569921403,-0.002002144546604412,0.005265374397825484
2013-03-07,0.0027503544448677086,0.0028775155312117384,0.002827597235048218,0.0027032802826181257,0.002998383803672011,0.007824834445483875,0.0025054600406968497
2013-03-08,0.00868564495220503,0.002194011054567957,0.000352386470561461,0.007509896791121129,0.0021746158552300443,-0.0005973636975966645,0.009086625296377271
2013-03-11,-0.005438500995925688,0.0030313492755293936,0.004933359048158614,-0.004587207478870536,0.0027124100221633807,0.0033866528484924885,-0.004502651808929281
2013-03-12,-0.011392234400681822,-0.00503710575751859,0.001752930117013829,-0.010176702017053119,-0.004327824076955422,-0.002977812983166128,-0.01017617503822188
2013-03-13,-0.00944933696317063,-0.0015186018052137928,-0.01225053788354069,-0.007953209587496013,-0.002173433671332048,-0.0033855381711931365,-0.009595382467954328
2013-03-14,0.004188399046964442,0.00980219982704189,0.010985169031059616,0.00449741647666313,0.010890606575975958,0.014585493976790875,0.005074749929314004
2013-03-15,-0.009035991405171417,0.00200851072795305,0.004906978848696397,-0.008565353911339724,0.0008073429294799261,-0.0009845126528602588,-0.008262887498434734
2013-03-18,-0.011223342151316373,-0.011023821020561875,-0.00906854982360783,-0.011191839092587363,-0.011032771197832303,-0.014586636856896429,-0.011108395463441778
2013-03-19,-0.007093697814337441,-0.003040147217918898,-0.004927971101199358,-0.007744235311388015,-0.0029936013917823967,-0.004401302880177149,-0.007722903600578146
2013-03-20,0.005715975278617558,0.006098550179347351,0.006367175447304696,0.007204349718607395,0.0068233200686989015,0.008237685691204533,0.005896276221025953
2013-03-21,-0.010182743726836585,-0.00909261153395613,-0.00527243869678895,-0.010331766129288988,-0.008403425483521354,-0.013152391865638102,-0.009144276352980318
2013-03-22,0.0038280934816481427,0.008666095662626105,0.002826776875363146,0.003212134841244829,0.009088942023045998,0.010510711813267237,0.0030330996955565404
2013-03-25,-0.0009535558122940602,-0.012466057541490994,-0.006342053386781843,-0.0012010812724534414,-0.013061263612032081,-0.0160637789561503,-0.002126223887873424
2013-03-26,0.014313284102067891,0.006312046470559496,0.007446599654117536,0.013224142809868722,0.00578976069088033,0.004897637093440821,0.011363693976505385
2013-03-27,0.0037627911004205483,-0.004916387121876142,-0.0010562027909358784,0.0019772414951364503,-0.0049342068240603165,-0.011372760039550234,0.0037454022306790957
2013-03-28,0.002108919015242794,0.004769876736298029,0.0045809192032322255,0.001776627725913249,0.0035814248599701504,0.009243889617192913,0.0004661526599045729
2013-04-01,-0.010755355620946316,-0.013394036729810987,-0.003507531947996134,-0.009259374235094042,-0.011803426342862355,-0.005698992183388096,-0.008857311916077415
2013-04-02,0.0004725931764719693,0.010654636225106318,0.0017599833461654502,0.0007953424879858506,0.010555606768450021,0.012896829575022029,0.0009404601962552661
2013-04-03,-0.011811774805677522,-0.0049312446712684865,-0.021433612990958917,-0.010729015208600923,-0.004673407111791761,-0.005861053512949299,-0.012453212315419071
2013-04-04,-0.002868949128379872,0.008885905408630324,-0.005026970835393163,-0.0026111422467989254,0.008837837436278084,-0.0006098698778951306,-0.00023788930054657875
2013-04-05,-0.002397323807444174,-0.004573257069229841,-0.006135071377823653,-0.0024165124839341523,-0.0043802071593276315,-0.0061025400346164105,-0.0014278739960271736
2013-04-08,0.0016822388959136791,0.003913600147799956,0.0,0.00040379957610214845,0.0032993942377887997,0.0020466097428080143,0.002621876736398354
2013-04-09,0.009836827891646305,0.0035595269903094806,0.013071899011522392,0.008877741549283336,0.004110466647494704,0.004697774374161856,0.010458164729762576
2013-04-10,0.009503445343755912,0.014862266998770135,0.006810298496642497,0.009800527043538398,0.014191918610361842,0.016873385289283727,0.008704286011315565
2013-04-11,0.0009413021298190216,0.007821547141866558,-0.0010681451881189297,0.0,0.007804414533656212,0.005597471401552534,-0.00023356278395947339
2013-04-12,-0.01528357090215482,-0.002476826039765845,-0.014255219642858696,-0.011883830895378922,-0.0013351085382451444,-0.002982116765332332,-0.012362127001293244
2013-04-15,-0.02435520060408758,-0.019698585885198128,-0.04085317573243663,-0.025455876202873595,-0.020855477034664616,-0.022930868707474517,-0.026216825727307658
2013-04-16,0.02055815813101125,0.014184261207688342,0.01658491652142846,0.022418719931620812,0.014472848003393546,0.0161222185146781,0.022070796511515445
2013-04-17,-0.015827254577934213,-0.020812544680787304,-0.019280521008533613,-0.015087529008796174,-0.0204574059506204,-0.029323400055889737,-0.014474691745792412
2013-04-18,0.0,-0.0030606341555992067,0.0030244902767304627,0.0008167298924994792,-0.0024732438742959273,0.00020725205845750772,0.002166578055642132
2013-04-19,0.01461982154291741,0.008016414137783201,0.006030930521823352,0.014490085200462577,0.006886947475919669,0.00703343612113283,0.014416236124387805
2013-04-22,0.00480307443725847,0.004230084895533004,0.000749134715429367,0.004627008426291601,0.004924757401332691,0.004930014086358403,0.002605400955140169
2013-04-23,0.004779871764287735,0.01415309852626545,0.00037438126894118184,0.00440514781391399,0.013885471170284491,0.01778426587828963,0.004961057665141988
2013-04-24,0.005946658862474363,0.008639548834972866,0.016841417806507497,0.003588530248845867,0.00859240375393866,0.010042443852595229,0.006347182923127415
2013-04-25,0.008986109191130964,0.0052707779067593385,0.008097219663794286,0.007350035631777496,0.0055911394556003025,0.0027838847705243808,0.008408754116444817
2013-04-26,-0.010077443795038388,0.0008193733828703031,-0.005111212554712363,-0.007099112650419626,0.0005298786564382763,0.0029739619224704583,-0.00926551682061838
2013-04-29,0.01041656996801188,0.012770030149747758,0.013577695055678518,0.009930570032288255,0.011643139341453779,0.0150259592438593,0.010521556471415394
2013-04-30,0.014292087490966221,0.0012934254160410497,0.014482497423952578,0.01219277891594972,0.0026158105553810707,0.00038962964574396075,0.012493995313368256
2013-05-01,-0.010856909199946307,-0.005973537221940939,-0.008922219475470228,-0.010103238760935662,-0.007566110944362436,-0.006425526859553776,-0.010511626943287111
2013-05-02,0.007940478757304525,0.0030858174344714495,0.003240817208385538,0.00804707722598308,0.0031549939829198514,0.005095265675374661,0.009238144971548623
2013-05-03,0.00834056117467541,0.012791493048809777,0.005384094553640084,0.008372433184962835,0.012054338165249145,0.012282949067604632,0.006864582521879381
2013-05-06,0.0013788878048233144,-0.0012789775798419667,0.0032131388070388844,0.0001931798538474805,-0.0007767378097107702,-0.00115560497850975,0.001136634000817649
2013-05-07,0.0071135088192038065,0.0016009717383866917,0.004270433604846247,0.007721783168674001,0.0025911875848405597,0.0030855563499982974,0.007945384306398129
2013-05-08,0.0077466636994676374,0.010547853356680292,0.013820137739028127,0.006705119928271275,0.010338401854709023,0.012879425982002868,0.008783329219968161
